Mod:Item:MetaData, Localized Name
galacticraftcore:concealed_repeater_pow, tile.concealed_repeater_pow.name
galacticraftcore:concealed_repeater, Hidden Redstone Repeater
galacticraftcore:concealed_detector, Player Detector
galacticraftcore:platform, Hydraulic Platform
galacticraftcore:emergency_box:0, Emergency Post
galacticraftcore:emergency_box:1, Emergency Post (with Kit)
galacticraftcore:grating, Grating
galacticraftcore:rocket_t1:0, Tier 1 Rocket
galacticraftcore:rocket_t1:1, Tier 1 Rocket
galacticraftcore:rocket_t1:2, Tier 1 Rocket
galacticraftcore:rocket_t1:3, Tier 1 Rocket
galacticraftcore:rocket_t1:4, Tier 1 Rocket
galacticraftcore:oxygen_mask, Oxygen Mask
galacticraftcore:oxygen_gear, Oxygen Gear
galacticraftcore:oxygen_tank_light_full, Light Oxygen Tank
galacticraftcore:oxygen_tank_med_full, Medium Oxygen Tank
galacticraftcore:oxygen_tank_heavy_full, Heavy Oxygen Tank
galacticraftcore:infinite_oxygen, Infinite Oxygen Supply
galacticraftcore:sensor_lens, Sensor Lens
galacticraftcore:sensor_glasses, Sensor Glasses
galacticraftcore:standard_wrench, Standard Wrench
galacticraftcore:steel_pickaxe, Heavy Duty Pickaxe
galacticraftcore:steel_axe, Heavy Duty Axe
galacticraftcore:steel_hoe, Heavy Duty Hoe
galacticraftcore:steel_shovel, Heavy Duty Shovel
galacticraftcore:steel_sword, Heavy Duty Sword
galacticraftcore:steel_helmet, Heavy Duty Helmet
galacticraftcore:steel_chestplate, Heavy Duty Chestplate
galacticraftcore:steel_leggings, Heavy Duty Leggings
galacticraftcore:steel_boots, Heavy Duty Boots
galacticraftcore:canister:0, Tin Canister
galacticraftcore:canister:1, Copper Canister
galacticraftcore:air_vent, Oxygen Vent
galacticraftcore:air_fan, Oxygen Fan
galacticraftcore:oxygen_concentrator, Oxygen Concentrator
galacticraftcore:engine:0, Tier 1 Rocket Engine
galacticraftcore:engine:1, Tier 1 Booster
galacticraftcore:heavy_plating, Heavy-Duty Plate
galacticraftcore:nose_cone, Nose Cone
galacticraftcore:rocket_fins, Rocket Fins
galacticraftcore:steel_pole, Steel Pole
galacticraftcore:canvas, Canvas
galacticraftcore:oil_canister_partial:1001, Empty Canister
galacticraftcore:oil_canister_partial:1, Filled Oil Canister
galacticraftcore:fuel_canister_partial:1, Filled Fuel Canister
galacticraftcore:schematic:0, NASA Workbench Schematic
galacticraftcore:schematic:1, NASA Workbench Schematic
galacticraftcore:key:0, Tier 1 Dungeon Key
galacticraftcore:buggymat:0, Buggy Wheel
galacticraftcore:buggymat:1, Buggy Seat
galacticraftcore:buggymat:2, Buggy Storage Box
galacticraftcore:buggy, Buggy
galacticraftcore:basic_item:0, Single Solar Module
galacticraftcore:basic_item:1, Full Solar Panel
galacticraftcore:basic_item:2, Raw Silicon
galacticraftcore:basic_item:3, Copper Ingot
galacticraftcore:basic_item:4, Tin Ingot
galacticraftcore:basic_item:5, Aluminum Ingot
galacticraftcore:basic_item:6, Compressed Copper
galacticraftcore:basic_item:7, Compressed Tin
galacticraftcore:basic_item:8, Compressed Aluminum
galacticraftcore:basic_item:9, Compressed Steel
galacticraftcore:basic_item:10, Compressed Bronze
galacticraftcore:basic_item:11, Compressed Iron
galacticraftcore:basic_item:12, Blue Solar Wafer
galacticraftcore:basic_item:13, Basic Wafer
galacticraftcore:basic_item:14, Advanced Wafer
galacticraftcore:basic_item:19, Frequency Module
galacticraftcore:basic_item:20, Ambient Thermal Controller
galacticraftcore:food:0, Can of Food
galacticraftcore:food:1, Can of Food
galacticraftcore:food:2, Can of Food
galacticraftcore:food:3, Can of Food
galacticraftcore:food:9, Canned Beef
galacticraftcore:food:4, Cheese Slice
galacticraftcore:food:5, Burger Bun
galacticraftcore:food:6, Ground Beef (Raw)
galacticraftcore:food:7, Beef Patty (Cooked)
galacticraftcore:food:8, Cheeseburger
galacticraftcore:battery, Battery
galacticraftcore:infinite_battery, Infinite Battery
galacticraftcore:meteor_chunk:0, Throwable Meteor Chunk
galacticraftcore:meteor_chunk:1, Throwable Meteor Chunk
galacticraftcore:cheese_curd, Cheese Curd
galacticraftcore:meteoric_iron_raw, Raw Meteoric Iron
galacticraftcore:item_basic_moon:0, Meteoric Iron Ingot
galacticraftcore:item_basic_moon:1, Compressed Meteoric Iron
galacticraftcore:item_basic_moon:2, Lunar Sapphire
galacticraftcore:flag, Flag
galacticraftcore:parachute:0, Parachute
galacticraftcore:parachute:1, Black Parachute
galacticraftcore:parachute:2, Light Blue Parachute
galacticraftcore:parachute:3, Lime Parachute
galacticraftcore:parachute:4, Brown Parachute
galacticraftcore:parachute:5, Blue Parachute
galacticraftcore:parachute:6, Gray Parachute
galacticraftcore:parachute:7, Green Parachute
galacticraftcore:parachute:8, Light Gray Parachute
galacticraftcore:parachute:9, Magenta Parachute
galacticraftcore:parachute:10, Orange Parachute
galacticraftcore:parachute:11, Pink Parachute
galacticraftcore:parachute:12, Purple Parachute
galacticraftcore:parachute:13, Red Parachute
galacticraftcore:parachute:14, Cyan Parachute
galacticraftcore:parachute:15, Yellow Parachute
galacticraftcore:prelaunch_checklist, Pre-Launch Checklist
galacticraftcore:dungeonfinder, Dungeon Locator
galacticraftcore:emergency_kit, Space Emergency Kit
galacticraftcore:ic2compat, item.ic2compat.name
galacticraftplanets:sludge, Sludge
galacticraftplanets:bucket_sludge, Bacterial Sludge Bucket
galacticraftplanets:treasure_t2, Tier 2 Treasure Chest
galacticraftplanets:mars:0, Copper Ore
galacticraftplanets:mars:1, Tin Ore
galacticraftplanets:mars:2, Desh Ore
galacticraftplanets:mars:3, Iron Ore
galacticraftplanets:mars:4, Mars Cobblestone
galacticraftplanets:mars:5, Mars Fine Regolith
galacticraftplanets:mars:6, Mars Regolith
galacticraftplanets:mars:7, Mars Dungeon Brick
galacticraftplanets:mars:8, Block of Desh
galacticraftplanets:mars:9, Mars Stone
galacticraftplanets:cavern_vines, Cavernous Vines
galacticraftplanets:slimeling_egg:0, Red Slimeling Egg
galacticraftplanets:slimeling_egg:1, Blue Slimeling Egg
galacticraftplanets:slimeling_egg:2, Yellow Slimeling Egg
galacticraftplanets:creeper_egg, Creeper Egg
galacticraftplanets:mars_machine:0, Terraformer
galacticraftplanets:mars_machine:4, Cryogenic Chamber
galacticraftplanets:mars_machine:8, Launch Controller
galacticraftplanets:mars_machine_t2:0, Gas Liquefier
galacticraftplanets:mars_machine_t2:4, Methane Synthesizer
galacticraftplanets:mars_machine_t2:8, Water Electrolyzer
galacticraftplanets:boss_spawner_mars, tile.boss_spawner_mars.name
galacticraftplanets:mars_stairs_cobblestone, Mars Cobblestone Stairs
galacticraftplanets:mars_stairs_brick, Mars Dungeon Brick Stairs
galacticraftplanets:carbon_fragments, Fragmented Carbon
galacticraftplanets:item_basic_mars:0, Unrefined Desh
galacticraftplanets:item_basic_mars:1, Desh Stick
galacticraftplanets:item_basic_mars:2, Desh Ingot
galacticraftplanets:item_basic_mars:3, Heavy-Duty Plate
galacticraftplanets:item_basic_mars:4, Slimeling Inventory Bag
galacticraftplanets:item_basic_mars:5, Compressed Desh
galacticraftplanets:item_basic_mars:6, Fluid Manipulator
galacticraftplanets:desh_pick, Desh Pickaxe
galacticraftplanets:desh_pick_slime, Sticky Desh Pickaxe
galacticraftplanets:desh_axe, Desh Axe
galacticraftplanets:desh_hoe, Desh Hoe
galacticraftplanets:desh_spade, Desh Shovel
galacticraftplanets:desh_sword, Desh Sword
galacticraftplanets:desh_helmet, Desh Helmet
galacticraftplanets:desh_chestplate, Desh Chestplate
galacticraftplanets:desh_leggings, Desh Leggings
galacticraftplanets:desh_boots, Desh Boots
galacticraftplanets:rocket_t2:0, Tier 2 Rocket
galacticraftplanets:rocket_t2:1, Tier 2 Rocket
galacticraftplanets:rocket_t2:2, Tier 2 Rocket
galacticraftplanets:rocket_t2:3, Tier 2 Rocket
galacticraftplanets:rocket_t2:4, Tier 2 Rocket
galacticraftplanets:rocket_t2:11, Cargo Rocket
galacticraftplanets:rocket_t2:12, Cargo Rocket
galacticraftplanets:rocket_t2:13, Cargo Rocket
galacticraftplanets:rocket_t2:14, Cargo Rocket
galacticraftplanets:key:0, Tier 2 Dungeon Key
galacticraftplanets:schematic:0, NASA Workbench Schematic
galacticraftplanets:schematic:1, NASA Workbench Schematic
galacticraftplanets:schematic:2, NASA Workbench Schematic
galacticraftplanets:asteroids_block:0, Asteroid Rock
galacticraftplanets:asteroids_block:1, Asteroid Rock
galacticraftplanets:asteroids_block:2, Asteroid Rock
galacticraftplanets:asteroids_block:3, Aluminum Ore
galacticraftplanets:asteroids_block:4, Ilmenite Ore
galacticraftplanets:asteroids_block:5, Iron Ore
galacticraftplanets:asteroids_block:6, Dark Decoration Block
galacticraftplanets:asteroids_block:7, Titanium Block
galacticraftplanets:walkway:0, Walkway
galacticraftplanets:walkway:1, Walkway
galacticraftplanets:walkway:2, Walkway
galacticraftplanets:beam_reflector, Energy Beam Reflector
galacticraftplanets:beam_receiver, Energy Beam Receiver
galacticraftplanets:telepad_short, Short Range Telepad
galacticraftplanets:dense_ice, Dense Ice
galacticraftplanets:miner_base, Astro Miner Base
galacticraftplanets:grapple, Grapple
galacticraftplanets:rocket_t3:0, Tier 3 Rocket
galacticraftplanets:rocket_t3:1, Tier 3 Rocket
galacticraftplanets:rocket_t3:2, Tier 3 Rocket
galacticraftplanets:rocket_t3:3, Tier 3 Rocket
galacticraftplanets:rocket_t3:4, Tier 3 Rocket
galacticraftplanets:astro_miner, Astro Miner
galacticraftplanets:thermal_padding:0, Thermal Padding Helm
galacticraftplanets:thermal_padding:1, Thermal Padding Chestpiece
galacticraftplanets:thermal_padding:2, Thermal Padding Leggings
galacticraftplanets:thermal_padding:3, Thermal Padding Boots
galacticraftplanets:item_basic_asteroids:0, Titanium Ingot
galacticraftplanets:item_basic_asteroids:1, Heavy Rocket Engine
galacticraftplanets:item_basic_asteroids:2, Heavy Rocket Fins
galacticraftplanets:item_basic_asteroids:3, Iron Shard
galacticraftplanets:item_basic_asteroids:4, Titanium Shard
galacticraftplanets:item_basic_asteroids:5, Heavy-Duty Plate
galacticraftplanets:item_basic_asteroids:6, Compressed Titanium
galacticraftplanets:item_basic_asteroids:7, Thermal Cloth
galacticraftplanets:item_basic_asteroids:8, Beam Core
galacticraftplanets:item_basic_asteroids:9, Titanium Dust
galacticraftplanets:methane_canister_partial:1, Filled Methane Gas Canister
galacticraftplanets:canister_partial_lox:1, Filled Canister of Liquid Oxygen
galacticraftplanets:canister_partial_ln2:1, Filled Canister of Liquid Nitrogen
galacticraftplanets:atmospheric_valve, Atmospheric Valve
galacticraftplanets:heavy_nose_cone:0, Heavy Nose Cone
galacticraftplanets:orion_drive, Orion Drive
galacticraftplanets:titanium_helmet, Titanium Helmet
galacticraftplanets:titanium_chestplate, Titanium Chestplate
galacticraftplanets:titanium_leggings, Titanium Leggings
galacticraftplanets:titanium_boots, Titanium Boots
galacticraftplanets:titanium_axe, Titanium Axe
galacticraftplanets:titanium_pickaxe, Titanium Pickaxe
galacticraftplanets:titanium_shovel, Titanium Shovel
galacticraftplanets:titanium_hoe, Titanium Hoe
galacticraftplanets:titanium_sword, Titanium Sword
galacticraftplanets:strange_seed:0, Strange Seed
galacticraftplanets:strange_seed:1, Strange Seed
galacticraftplanets:sulphuric_acid, Sulfuric Acid
galacticraftplanets:bucket_sulphuric_acid, Sulfuric Acid Bucket
galacticraftplanets:venus:0, Venus Soft Rock
galacticraftplanets:venus:1, Venus Hard Rock
galacticraftplanets:venus:2, Venus Volcanic Rock
galacticraftplanets:venus:3, Pumice
galacticraftplanets:venus:4, Venus Dungeon Brick I
galacticraftplanets:venus:5, Venus Dungeon Brick II
galacticraftplanets:venus:6, Aluminum Ore
galacticraftplanets:venus:7, Copper Ore
galacticraftplanets:venus:8, Galena Ore
galacticraftplanets:venus:9, Quartz Ore
galacticraftplanets:venus:10, Silicon Ore
galacticraftplanets:venus:11, Tin Ore
galacticraftplanets:venus:12, Lead Block
galacticraftplanets:spout, Vapor Spout
galacticraftplanets:boss_spawner_venus, tile.boss_spawner_venus.name
galacticraftplanets:treasure_t3, Tier 3 Treasure Chest
galacticraftplanets:web_torch:0, Web String
galacticraftplanets:web_torch:1, Web String
galacticraftplanets:geothermal_generator, Geothermal Generator
galacticraftplanets:crashed_probe, Crashed Probe
galacticraftplanets:venus_rock_scorched, Scorched Venus Rock
galacticraftplanets:thermal_padding_t2:0, Isothermal Helm
galacticraftplanets:thermal_padding_t2:1, Isothermal Chestpiece
galacticraftplanets:thermal_padding_t2:2, Isothermal Leggings
galacticraftplanets:thermal_padding_t2:3, Isothermal Boots
galacticraftplanets:basic_item_venus:0, Shield Controller
galacticraftplanets:basic_item_venus:1, Lead Ingot
galacticraftplanets:basic_item_venus:2, Radioisotope Core
galacticraftplanets:basic_item_venus:3, Isothermal Fabric
galacticraftplanets:volcanic_pickaxe, Volcanic Pickaxe
galacticraftplanets:key_t3:0, Tier 3 Dungeon Key
galacticraftplanets:atomic_battery, Atomic Battery
galacticraftcore:unlit_torch_stone, Stone Torch
galacticraftcore:unlit_torch_stone_lit, Stone Torch
teslacorelib:base_addon, Base Addon
teslacorelib:energy_tier1, Energy Upgrade I
teslacorelib:energy_tier2, Energy Upgrade II
teslacorelib:machine_case, Machine Case
teslacorelib:speed_tier1, Speed Upgrade I
teslacorelib:speed_tier2, Speed Upgrade II
teslacorelib:wrench, Tesla Wrench
mysticalagriculture:storage:0, §eBlock of Inferium Essence
mysticalagriculture:storage:1, §aBlock of Prudentium Essence
mysticalagriculture:storage:2, §6Block of Intermedium Essence
mysticalagriculture:storage:3, §bBlock of Superium Essence
mysticalagriculture:storage:4, §cBlock of Supremium Essence
mysticalagriculture:storage:5, Block of Prosperity
mysticalagriculture:ingot_storage:0, Block of Base Essence
mysticalagriculture:ingot_storage:1, §eBlock of Inferium
mysticalagriculture:ingot_storage:2, §aBlock of Prudentium
mysticalagriculture:ingot_storage:3, §6Block of Intermedium
mysticalagriculture:ingot_storage:4, §bBlock of Superium
mysticalagriculture:ingot_storage:5, §cBlock of Supremium
mysticalagriculture:ingot_storage:6, §dBlock of Soulium
mysticalagriculture:coal_block:0, §eBlock of Inferium Coal
mysticalagriculture:coal_block:1, §aBlock of Prudentium Coal
mysticalagriculture:coal_block:2, §6Block of Intermedium Coal
mysticalagriculture:coal_block:3, §bBlock of Superium Coal
mysticalagriculture:coal_block:4, §cBlock of Supremium Coal
mysticalagriculture:soulstone:0, Soulstone
mysticalagriculture:soulstone:1, Cobbled Soulstone
mysticalagriculture:soulstone:2, Polished Soulstone
mysticalagriculture:soulstone:3, Soulstone Bricks
mysticalagriculture:soulstone:4, Cracked Soulstone Bricks
mysticalagriculture:soulstone:5, Chiseled Soulstone
mysticalagriculture:soulstone:6, Soulstone Slab Block
mysticalagriculture:soulstone_slab:0, Soulstone Slab
mysticalagriculture:cobbled_soulstone_slab:0, Cobbled Soulstone Slab
mysticalagriculture:soulstone_brick_slab:0, Soulstone Brick Slab
mysticalagriculture:cobbled_soulstone_stairs, Cobbled Soulstone Stairs
mysticalagriculture:soulstone_brick_stairs, Soulstone Brick Stairs
mysticalagriculture:cobbled_soulstone_wall, Cobbled Soulstone Wall
mysticalagriculture:soulstone_brick_wall, Soulstone Brick Wall
mysticalagriculture:soul_glass, Soul Glass
mysticalagriculture:soul_glass_pane, Soul Glass Pane
mysticalagriculture:inferium_furnace, §eInferium Furnace
mysticalagriculture:prudentium_furnace, §aPrudentium Furnace
mysticalagriculture:intermedium_furnace, §6Intermedium Furnace
mysticalagriculture:superium_furnace, §bSuperium Furnace
mysticalagriculture:supremium_furnace, §cSupremium Furnace
mysticalagriculture:ultimate_furnace, §8Ultimate Furnace
mysticalagriculture:prosperity_ore, Prosperity Ore
mysticalagriculture:nether_prosperity_ore, Nether Prosperity Ore
mysticalagriculture:end_prosperity_ore, End Prosperity Ore
mysticalagriculture:inferium_ore, §eInferium Ore
mysticalagriculture:nether_inferium_ore, §eNether Inferium Ore
mysticalagriculture:end_inferium_ore, §eEnd Inferium Ore
mysticalagriculture:growth_accelerator, §eGrowth Accelerator
mysticalagriculture:mystical_machine_frame, Mystical Machine Frame
mysticalagriculture:glowstone_lamp, Glowstone Lamp
mysticalagriculture:seed_reprocessor, Seed Reprocessor
mysticalagriculture:inferium_reprocessor, §eInferium Seed Reprocessor
mysticalagriculture:prudentium_reprocessor, §aPrudentium Seed Reprocessor
mysticalagriculture:intermedium_reprocessor, §6Intermedium Seed Reprocessor
mysticalagriculture:superium_reprocessor, §bSuperium Seed Reprocessor
mysticalagriculture:supremium_reprocessor, §cSupremium Seed Reprocessor
mysticalagriculture:ultimate_reprocessor, §8Ultimate Seed Reprocessor
mysticalagriculture:witherproof_block, Witherproof Block
mysticalagriculture:witherproof_glass, Witherproof Glass
mysticalagriculture:tinkering_table:0, Tinkering Table
mysticalagriculture:tinkering_table:1, Tinkering Table
mysticalagriculture:tinkering_table:2, Tinkering Table
mysticalagriculture:tinkering_table:3, Tinkering Table
